song_id,title,artist,genre,subgenre,mood,energy,bpm,valence,danceability,acousticness,popularity,instrumentalness,speechiness,liveness
6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,Portugal. The Man,r&b,hip pop,happy,0.795,79.028,0.754,0.801,0.0417,81,0.000113,0.0504,0.0717
09nSCeCs6eYfAIJVfye1CE,Oye,TINI,latin,latin pop,relaxed,0.51,95.08,0.255,0.683,0.447,81,0.0,0.0646,0.175
3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,rock,classic rock,relaxed,0.532,136.571,0.341,0.601,0.432,81,6.25e-06,0.0286,0.0925
1E1YyZjbteIz2XQyLvtRxD,Skifahren (feat. Joshi Mizu),The Cratez,latin,latin pop,relaxed,0.705,133.927,0.435,0.719,0.223,81,1.89e-06,0.252,0.152
0wMs7DPFOnToNAoecvAFQc,Uniforme,Rich Music LTD,latin,reggaeton,happy,0.863,173.946,0.773,0.739,0.0656,81,0.0,0.139,0.254
26Qhn2T88XqVinXQpmSarj,Atrévete,Nicky Jam,latin,latin hip hop,focused,0.675,183.785,0.586,0.552,0.311,81,0.0,0.297,0.119
1aUGxXCz9QimNkKeiJtzZ7,105 F Remix,KEVVO,latin,latin hip hop,happy,0.754,100.045,0.741,0.9,0.368,81,2.74e-06,0.156,0.286
0wXuerDYiBnERgIpbb3JBR,Redbone,Childish Gambino,r&b,hip pop,relaxed,0.347,160.143,0.572,0.743,0.167,81,0.00951,0.121,0.103
2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,rock,permanent wave,intense,0.863,110.018,0.243,0.496,0.0046,81,0.0,0.0381,0.639
5rFj8OzffT0iggSjcBaeND,"Fire On Fire - From ""Watership Down""",Sam Smith,r&b,urban contemporary,relaxed,0.407,115.124,0.341,0.584,0.476,81,0.0,0.046,0.18
1GeNui6m825V8jP4uKiIaH,Bad Bad Bad (feat. Lil Baby),Young Thug,rap,hip hop,focused,0.596,111.959,0.892,0.974,0.0976,81,0.0,0.184,0.151
5j1yOqWONR9T6l43AzJ6Es,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,rap,hip hop,focused,0.673,92.958,0.574,0.757,0.095,81,0.0,0.141,0.338
2fuCquhmrzHpu5xcA1ci9x,Under Pressure - Remastered,Queen,rock,permanent wave,relaxed,0.712,113.805,0.462,0.671,0.429,81,0.0,0.0476,0.103
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),Offset,rap,hip hop,party,0.428,100.007,0.333,0.88,0.149,81,5.07e-05,0.206,0.114
0tMSssfxAL2oV8Vri0mFHE,listen before i go,Billie Eilish,r&b,urban contemporary,sad,0.0561,79.764,0.082,0.319,0.935,81,0.00384,0.045,0.388
7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,latin,latin hip hop,relaxed,0.783,154.084,0.579,0.643,0.047,81,0.0,0.0856,0.083
2u3EyuCqqV31woqGvO9LBz,Sum 2 Prove,Lil Baby,rap,hip hop,focused,0.552,124.038,0.418,0.823,0.0174,81,0.0,0.324,0.122
4wJFExEZZo62tmwTM9ENDR,Oye Pablo,Danna Paola,latin,latin pop,focused,0.65,179.84,0.52,0.699,0.0332,81,5.24e-06,0.171,0.299
5dhQeuLGmlhfwlI6BWfSpo,Roller,Apache 207,rap,hip hop,happy,0.758,128.005,0.729,0.928,0.03,81,0.00437,0.144,0.29
1fCeXjoRExPP2qwSBh2aST,Black & White,Juice WRLD,rap,trap,intense,0.736,147.946,0.233,0.776,0.0802,81,0.0,0.247,0.159
7qvsl2pYzrsYgPeFBN5jxp,Juicy,Doja Cat,r&b,urban contemporary,focused,0.658,170.037,0.458,0.786,0.0856,81,0.0,0.0661,0.0689
09TZsMHXEtQkdmMJZPLKup,UP THE SMOKE (with Offset),Stunna 4 Vegas,rap,hip hop,happy,0.765,142.992,0.896,0.907,0.0512,81,0.0,0.426,0.153
1f3yAtsJtY87CTmM8RLnxf,Smells Like Teen Spirit,Nirvana,rock,permanent wave,happy,0.912,116.761,0.72,0.502,2.55e-05,81,0.000173,0.0564,0.106
2rTnVB1bvwxHtaIl4uVu7f,Slide,H.E.R.,r&b,urban contemporary,party,0.469,97.028,0.196,0.827,0.0807,81,8.12e-06,0.341,0.207
3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,rock,classic rock,relaxed,0.345,84.581,0.458,0.559,0.0576,81,0.000105,0.0459,0.141
5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Logic,rap,hip hop,relaxed,0.574,100.021,0.352,0.62,0.57,81,0.0,0.0479,0.19
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,rock,album rock,happy,0.705,138.559,0.772,0.818,0.00836,80,0.00233,0.177,0.613
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,rock,classic rock,relaxed,0.795,112.067,0.535,0.645,0.347,80,0.00389,0.0527,0.104
4k20Ie47EcWtS4wMBn8w8S,Invocada (Participação especial de Léo Santana) - Ao vivo,Ludmilla,edm,pop edm,happy,0.864,134.992,0.701,0.776,0.478,80,0.0,0.0517,0.932
2fQrGHiQOvpL9UgPvtYy6G,Bank Account,21 Savage,rap,hip hop,party,0.346,75.016,0.376,0.884,0.0151,80,7.04e-06,0.351,0.0871
2DlHlPMa4M17kufBvI2lEN,Chop Suey!,System Of A Down,rock,permanent wave,intense,0.934,127.288,0.286,0.419,0.000278,80,0.0015,0.12,0.132
7wBJfHzpfI3032CSD7CE2m,STARGAZING,Travis Scott,rap,hip hop,intense,0.789,150.007,0.0564,0.487,0.00947,80,4.05e-06,0.044,0.189
5Ohxk2dO5COHF1krpoPigN,Sign of the Times,Harry Styles,rock,permanent wave,relaxed,0.595,119.972,0.222,0.516,0.0275,80,0.0,0.0313,0.109
6X29iaaazwho3ab7GNue5r,8,Billie Eilish,r&b,urban contemporary,chill,0.235,62.446,0.462,0.735,0.698,80,0.00604,0.315,0.107
11OwAR3GlBj9E35Cznf7Lj,Vulnerable,Selena Gomez,r&b,hip pop,relaxed,0.573,100.031,0.38,0.695,0.132,80,0.000137,0.167,0.156
0UQwlF2pRkr1lMN6kNNUj3,La Boca,Mau y Ricky,latin,tropical,happy,0.795,185.901,0.76,0.618,0.0655,80,0.0,0.113,0.309
67XyC1GdSkKb9sbRRkUDXS,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,rap,gangster rap,focused,0.511,120.08,0.568,0.894,0.0251,80,0.0,0.42,0.14
5ls62WNKHUUrdF3r1cv83T,emotions,iann dior,rap,trap,relaxed,0.63,80.512,0.163,0.63,0.0131,80,0.0,0.0395,0.142
7lAK3oHbfEnvUQWosrMMpR,YOSEMITE,Travis Scott,r&b,hip pop,relaxed,0.554,128.047,0.144,0.785,0.283,80,3.4e-06,0.0409,0.116
7q3NthaBqFI6s0WnAlnIvq,Velitas,Darell,rap,trap,focused,0.596,165.951,0.622,0.819,0.225,80,1.19e-06,0.318,0.138
41MCdlvXOl62B7Kv86Bb1v,Empty,Juice WRLD,rap,trap,focused,0.561,77.557,0.449,0.745,0.0758,80,0.0,0.0807,0.133
6qL5UWxRSQYml9O99ozoLv,Love Songs - Bonus,Kaash Paige,r&b,hip pop,chill,0.355,120.032,0.453,0.641,0.831,80,0.000855,0.0906,0.11
6416zJN0FGPmh1Ph4BH2h3,KEIN SCHLAF,Nimo,rap,hip hop,relaxed,0.715,174.049,0.393,0.606,0.294,80,0.000133,0.173,0.124
0S0vWvyZ6Rc79TXkWxT9QA,Save That Shit,Lil Peep,rap,trap,relaxed,0.583,105.997,0.145,0.534,0.0262,80,0.0,0.0288,0.421
1hCTxutVVYvggAQcUUUZAT,Put A Little Love On Me,Niall Horan,r&b,hip pop,relaxed,0.465,95.969,0.299,0.584,0.678,80,0.0,0.0262,0.106
2dy3TKVDEbIeWxeIb8JWqZ,La Mejor Versión de Mi - Remix,Natti Natasha,latin,tropical,happy,0.712,131.938,0.894,0.735,0.732,80,0.0,0.0326,0.302
3TTMUI5dFcbeNSDTTDY9M8,Come Thru (with Usher),Summer Walker,r&b,hip pop,relaxed,0.728,152.001,0.46,0.679,0.159,80,0.0,0.154,0.107
3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,Red Hot Chili Peppers,rock,permanent wave,happy,0.938,91.455,0.875,0.618,0.0179,80,0.0,0.0456,0.167
5274I4mUMnYczyeXkGDWZN,Fine China,Future,rap,trap,focused,0.542,166.111,0.551,0.656,0.0484,80,0.0,0.323,0.126
2IZZqH4K02UIYg5EohpNHF,Zombie,The Cranberries,rock,album rock,relaxed,0.635,166.978,0.305,0.307,0.0155,80,0.00486,0.0339,0.366
7BuHdm4lQqcyG3qTwdkxus,Aullando,Wisin & Yandel,latin,latin pop,happy,0.74,90.035,0.775,0.8,0.184,80,0.0,0.0479,0.0558
7A20WnLkjtZU2d7hIB6Ziu,Start Wit Me (feat. Gunna),Roddy Ricch,rap,hip hop,focused,0.479,130.029,0.408,0.886,0.077,80,0.0,0.334,0.135
2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,r&b,new jack swing,happy,0.824,118.814,0.867,0.709,0.207,80,0.000307,0.0453,0.0888
3V8UKqhEK5zBkBb6d6ub8i,Te Boté - Remix,Nio Garcia,rap,trap,focused,0.675,96.507,0.442,0.903,0.542,80,1.28e-05,0.214,0.0595
5pAbCxt9e3f81lOmjIXwzd,Be Honest (feat. Burna Boy),Jorja Smith,r&b,urban contemporary,relaxed,0.737,98.057,0.635,0.757,0.311,80,0.0,0.114,0.113
7MRU4vOkywuhZ9kbFiPuiu,Si Supieras,Daddy Yankee,latin,latin pop,relaxed,0.894,184.019,0.623,0.691,0.291,80,0.0,0.115,0.104
35Xf2ABjPzUXKz19akd7Jj,Famous Hoes,NLE Choppa,rap,hip hop,relaxed,0.627,81.481,0.332,0.732,0.346,80,0.0,0.161,0.261
7mWFF4gPADjTQjC97CgFVt,Baila Baila Baila - Remix,Ozuna,latin,latin pop,focused,0.572,100.016,0.49,0.785,0.0598,80,0.0,0.123,0.218
4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Journey,rock,album rock,relaxed,0.748,118.852,0.514,0.5,0.127,80,0.0,0.0363,0.447
76IVpz47q3ghkxoUeTTEKb,COLT,Samra,rap,hip hop,relaxed,0.53,90.093,0.184,0.544,0.345,80,0.0,0.428,0.0981
0jBJIQuToUUOEx7JJkiPzm,How I Move (feat. Lil Baby),Flipp Dinero,rap,hip hop,focused,0.635,119.954,0.808,0.826,0.102,80,0.0,0.212,0.245
1LiN0Z98FkR1t0m8KmLcAH,Amanece,Anuel AA,rap,trap,focused,0.631,94.039,0.889,0.79,0.437,80,0.0,0.0425,0.158
2RaKlveGCllSaXloN8kmzV,Alien,RIN,rap,hip hop,focused,0.601,137.998,0.853,0.835,0.298,80,0.0,0.0562,0.111
5ravc2aiNoYmu9m37diYXW,Start Wit Me (feat. Gunna),Roddy Ricch,rap,gangster rap,focused,0.479,130.029,0.408,0.886,0.077,80,0.0,0.334,0.135
60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas),Eminem,rap,gangster rap,party,0.786,153.068,0.575,0.876,0.0627,80,0.0,0.306,0.127
6vWEAOUSxohKxhp0K1BsxL,Mixed Personalities (feat. Kanye West),YNW Melly,rap,hip hop,relaxed,0.44,149.937,0.352,0.661,0.457,80,0.0,0.0803,0.128
6PGoSes0D9eUDeeAafB2As,LOVE. FEAT. ZACARI.,Kendrick Lamar,rap,hip hop,focused,0.585,126.058,0.779,0.8,0.264,80,0.0,0.0924,0.153
3pXF1nA74528Edde4of9CC,Don't,Bryson Tiller,rap,hip hop,sad,0.356,97.001,0.19,0.765,0.222,80,0.0,0.196,0.0963
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,Eminem,rap,gangster rap,focused,0.661,104.504,0.76,0.949,0.0302,80,0.0,0.0572,0.0454
4etKC4ngPKsQDHUMnYgV3A,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,rap,hip hop,relaxed,0.8,139.473,0.596,0.591,0.353,79,0.0,0.286,0.247
7iN1s7xHE4ifF5povM6A48,Let It Be - Remastered 2009,The Beatles,rock,permanent wave,focused,0.403,143.462,0.41,0.443,0.631,79,0.0,0.0322,0.111
5N1o6d8zGcSZSeMFkOUQOk,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,rap,hip hop,party,0.814,98.985,0.57,0.872,0.00485,79,1.96e-06,0.155,0.214
43PuMrRfbyyuz4QpZ3oAwN,Exchange,Bryson Tiller,rap,hip hop,relaxed,0.433,160.14,0.274,0.53,0.108,79,0.0,0.185,0.135
3s4mrPrEFFPF0LmAfutW0n,The London (feat. J. Cole & Travis Scott),Young Thug,rap,hip hop,relaxed,0.517,97.991,0.206,0.784,0.0249,79,1.44e-06,0.209,0.155
0jeS8PyyIRAG0A3t5DtL71,La Playa,Myke Towers,rap,trap,relaxed,0.683,140.108,0.353,0.796,0.108,79,0.0,0.15,0.107
15xWRPHQMeqgdkGzInx3PY,Falling Like The Stars,James Arthur,r&b,urban contemporary,sad,0.351,177.596,0.19,0.296,0.823,79,1.5e-06,0.0351,0.11
278kSqsZIiYp8p3QjYAqa8,NI BIEN NI MAL,Bad Bunny,rap,trap,party,0.449,128.028,0.337,0.826,0.556,79,1.85e-05,0.0674,0.273
364spZLB5bhNlnPrzvUB41,Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,rap,hip hop,relaxed,0.623,112.15,0.219,0.512,0.0187,79,0.0,0.0808,0.13
2LgsKzO8lCeXk0TMd9veWW,Vor der Tür,Gzuz,rap,hip hop,intense,0.726,100.953,0.197,0.856,0.0158,79,0.000767,0.189,0.104
35wvL50xvKpCHEJPxLOLPI,Si Estuviésemos Juntos,Bad Bunny,rap,trap,relaxed,0.594,171.854,0.158,0.672,0.0626,79,5.14e-05,0.0789,0.152
37eGbhE1xVFSvcKkqGb6i1,Contra La Pared,Sean Paul,latin,tropical,focused,0.588,94.052,0.598,0.828,0.0156,79,0.0,0.118,0.124
1EoEU4HY57qaITp06TkC6B,Goteo,Duki,rap,trap,relaxed,0.779,108.287,0.438,0.473,0.186,79,0.0,0.0414,0.189
2aibwv5hGXSgw7Yru8IYTO,Snow (Hey Oh),Red Hot Chili Peppers,rock,permanent wave,relaxed,0.9,104.655,0.599,0.427,0.116,79,1.75e-05,0.0499,0.119
4L2K7JKseFCBoHMZEAszW0,Jealous,Labrinth,r&b,urban contemporary,sad,0.155,128.532,0.0935,0.435,0.873,79,0.0,0.046,0.107
5YxP1CkunbhUQVvctFOHa7,fuck 3x,tha Supreme,rap,trap,relaxed,0.814,180.082,0.69,0.655,0.0698,79,0.0,0.0823,0.107
1KGi9sZVMeszgZOWivFpxs,No Scrubs,TLC,r&b,urban contemporary,focused,0.675,92.909,0.59,0.743,0.0251,79,0.000717,0.0953,0.0685
7FEwp8BavoEVE3AnxJDchc,No Guidance (feat. Drake),Chris Brown,r&b,neo soul,relaxed,0.454,92.932,0.137,0.698,0.123,79,0.0,0.151,0.155
7FGq80cy8juXBCD2nrqdWU,Eastside (with Halsey & Khalid),benny blanco,r&b,hip pop,relaxed,0.686,89.949,0.329,0.632,0.549,79,0.0,0.243,0.2
0CZ8lquoTX2Dkg7Ak2inwA,1950,King Princess,latin,latin pop,relaxed,0.535,71.912,0.269,0.6,0.648,79,4.7e-06,0.107,0.162
18PergoIrGmRyeYxnaXJN2,Kill This Love,BLACKPINK,edm,progressive electro house,relaxed,0.861,131.974,0.58,0.738,0.32,79,0.00175,0.237,0.325
4Hqh0dS4x07zuRw6eBTO7p,20/20,Lil Tjay,rap,hip hop,chill,0.336,100.044,0.536,0.886,0.557,79,0.0,0.239,0.0933
4S4Mfvv03M1cHgIOJcbUCL,In My Room,Frank Ocean,r&b,hip pop,focused,0.647,158.037,0.67,0.861,0.594,79,0.661,0.0675,0.114
7pxL0DzPpCjjcdfQccvnus,Una Vida Para Recordar,Piso 21,latin,latin pop,relaxed,0.776,182.136,0.483,0.703,0.0746,79,0.0,0.2,0.123
0s5DNDV6LAKn2u2Ufa3VjQ,Desconocidos,Mau y Ricky,latin,latin pop,happy,0.771,174.006,0.709,0.709,0.146,79,3.29e-06,0.166,0.249
0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,Kings of Leon,rock,permanent wave,relaxed,0.905,153.398,0.374,0.542,0.00172,79,0.0104,0.054,0.136
5qqabIl2vWzo9ApSC317sa,Wonderwall - Remastered,Oasis,rock,permanent wave,relaxed,0.896,174.302,0.469,0.378,0.000452,79,0.0,0.0407,0.194
2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,Electric Light Orchestra,rock,album rock,chill,0.338,177.784,0.477,0.388,0.652,79,3.72e-06,0.0328,0.248
7hynhxDoDpgMIV12JuVtNa,UN PESO,J Balvin,rap,trap,focused,0.675,79.31,0.961,0.627,0.125,79,0.0,0.213,0.0784
7f1zjZG77S891Uv4O68yfk,Baby Sitter (feat. Offset),DaBaby,rap,gangster rap,party,0.73,92.506,0.394,0.852,0.0219,79,0.0,0.0579,0.336
3MkdA6vwF0ifRl86yzTlJW,Kenny G,Matuê,rap,trap,intense,0.767,72.573,0.152,0.417,0.0778,79,0.0,0.194,0.113
27qRmG3zOWPvMYUkpPdQ1g,Gan-Ga - Remix,Bryant Myers,rap,trap,party,0.572,90.052,0.396,0.861,0.382,79,0.0,0.415,0.0853
13ZyrkCDmRz5xY3seuAWYk,Hear Me Calling,Juice WRLD,rap,trap,focused,0.687,88.932,0.499,0.699,0.308,79,3.63e-05,0.106,0.121
5kqIPrATaCc2LqxVWzQGbk,7 Years,Lukas Graham,latin,latin hip hop,relaxed,0.473,119.992,0.34,0.765,0.287,79,0.0,0.0514,0.391
1WsEgieHsWWndAzLkmV105,hostage,Billie Eilish,r&b,urban contemporary,sad,0.123,129.565,0.0394,0.427,0.868,79,3.12e-05,0.0497,0.0732
2M39v73rNJmAXUXIW0oagP,Der Bratan bleibt der gleiche,Capital Bra,rap,hip hop,relaxed,0.704,96.015,0.672,0.612,0.126,79,0.0,0.372,0.569
6Y7ZEVr7lgO8FKGk2vZ2hi,Nur zur Info,Ufo361,rap,hip hop,sad,0.365,88.881,0.227,0.733,0.172,79,0.345,0.444,0.105
70zg99pT51vB4wlMS7e4q7,La Playa - Remix,Myke Towers,rap,trap,relaxed,0.633,140.008,0.394,0.775,0.201,79,0.0,0.133,0.219
23TPP1eeElFfvYVznskwCY,Glitter,BENEE,r&b,hip pop,focused,0.589,116.934,0.58,0.801,0.0863,79,0.0,0.0485,0.162
5e50NiIlOc2YJIftHzoehd,MALA SANTA,Becky G,latin,latin pop,party,0.701,98.039,0.527,0.851,0.311,79,0.000211,0.0396,0.163
23CsjGOYDQiJpX44BSn9TM,Aleluya,Reik,latin,latin pop,party,0.716,96.029,0.689,0.81,0.0478,79,0.0,0.0694,0.0678
5rU6kDNXZLXIinFezpbWbO,Tap (feat. Meek Mill),NAV,rap,hip hop,focused,0.676,85.018,0.452,0.901,0.0646,79,0.0,0.251,0.0863
5sICkBXVmaCQk5aISGR3x1,Enter Sandman,Metallica,rock,permanent wave,relaxed,0.828,123.257,0.604,0.577,0.00213,79,0.0114,0.0298,0.0581
3vUc9WQpoca15404jNdzf9,Changes,Lauv,r&b,hip pop,relaxed,0.455,148.182,0.204,0.532,0.452,79,0.0,0.156,0.237
1KdwnsWOvhM53vezy5ROuf,No Te Debí Besar,C. Tangana,latin,reggaeton,focused,0.684,75.233,0.62,0.672,0.125,79,0.0261,0.316,0.183
39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,The Clash,rock,album rock,happy,0.833,113.375,0.816,0.742,0.079,79,0.0,0.115,0.384
4pbJqGIASGPr0ZpGpnWkDn,We Will Rock You - Remastered,Queen,rock,album rock,focused,0.497,81.308,0.475,0.692,0.676,79,0.0,0.119,0.259
1almCHdsfikRPfVB9VrEdT,Little Do You Know,Alex & Sierra,edm,pop edm,chill,0.292,145.879,0.37,0.5,0.746,79,0.0,0.0323,0.188
5MPPttjfGap2C6j6eKcO6J,Baby (Lil Baby feat. DaBaby),Quality Control,rap,gangster rap,focused,0.463,108.003,0.46,0.97,0.0957,79,0.0,0.366,0.151
3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),Kendrick Lamar,r&b,urban contemporary,focused,0.633,96.924,0.552,0.698,0.0605,79,0.000194,0.0597,0.0926
0x1k6gSTSxaLxe0F2IThaX,Detente,Mike Bahía,latin,latin pop,relaxed,0.585,171.932,0.363,0.736,0.273,79,0.0,0.346,0.106
5Xhqh4lwJPtMUTsdBztN1a,Me Gusta,Shakira,latin,latin pop,focused,0.696,92.007,0.775,0.775,0.0559,79,0.00184,0.0681,0.157
6ho0GyrWZN3mhi9zVRW7xi,Losing It,FISHER,edm,pop edm,relaxed,0.964,125.0,0.641,0.76,0.00182,79,0.7,0.0576,0.0974
21RzyxY3EFaxVy6K4RqaU9,Body,Loud Luxury,latin,tropical,relaxed,0.764,121.958,0.582,0.752,0.0476,79,9.44e-05,0.038,0.0543
2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,Elton John,rock,permanent wave,relaxed,0.428,145.075,0.282,0.414,0.382,79,0.000243,0.0278,0.148
5W8YXBz9MTIDyrpYaCg2Ky,Last Resort,Papa Roach,rock,permanent wave,relaxed,0.89,90.598,0.692,0.589,0.000481,79,0.00082,0.0603,0.201
43rA71bccXFGD4C8GOpIlN,I Forgot That You Existed,Taylor Swift,r&b,hip pop,relaxed,0.316,92.875,0.541,0.664,0.298,79,2.03e-06,0.519,0.0812
6HZILIRieu8S0iqY8kIKhj,DNA.,Kendrick Lamar,rap,southern hip hop,focused,0.523,139.913,0.422,0.638,0.00454,79,0.0,0.357,0.0842
7floNISpH8VF4z4459Qo18,Look At Me!,XXXTENTACION,rap,southern hip hop,relaxed,0.726,139.059,0.349,0.763,0.259,79,0.0,0.282,0.0976
53uKGbcMjEc2gIWbfmvpdS,Mírame - Remix,Nio Garcia,latin,reggaeton,happy,0.83,176.054,0.78,0.74,0.119,79,1.32e-05,0.153,0.243
4S8d14HvHb70ImctNgVzQQ,I Love It (& Lil Pump),Kanye West,latin,latin pop,party,0.522,104.053,0.329,0.901,0.0114,79,0.0,0.33,0.259
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,rap,southern hip hop,focused,0.583,150.572,0.907,0.491,0.182,79,0.0,0.0376,0.407
4YqCBC4FwzGXuhixt5cgmm,Tra Tra Tra Remix,Ghetto Kids,latin,latin pop,happy,0.736,160.012,0.876,0.847,0.0532,79,0.000142,0.266,0.0302
6IwKcFdiRQZOWeYNhUiWIv,No One,Alicia Keys,edm,pop edm,relaxed,0.548,90.042,0.166,0.644,0.0209,79,8.68e-06,0.0286,0.134
2GGMabyHXnJmjY6CXhhB2e,Money,Cardi B,latin,latin pop,party,0.59,130.003,0.219,0.95,0.00534,79,0.0,0.29,0.11
2pnPe4pJtq7689i5ydzvJJ,Run Rudolph Run - Single Version,Chuck Berry,r&b,neo soul,happy,0.715,152.132,0.957,0.681,0.812,79,9.43e-06,0.0912,0.0777
0lbhKycRyqkOMKZ6thzfU4,Mi Error - Remix,Eladio Carrion,rap,trap,relaxed,0.841,174.021,0.432,0.663,0.0985,79,0.0,0.104,0.45
5CQzOnFWI0liUblbHYVNge,La Cama,Lunay,latin,reggaeton,happy,0.904,173.975,0.817,0.7,0.2,79,0.000471,0.0568,0.182
3uhTOxvu2h2YEm0uPNF2vi,Doch in der Nacht,Apache 207,rap,hip hop,happy,0.832,130.994,0.708,0.901,0.121,79,0.249,0.074,0.213
2meEiZKWkiN28gITzFwQo5,Into You,Ariana Grande,edm,pop edm,relaxed,0.734,107.853,0.372,0.623,0.0162,79,1.9e-06,0.107,0.145
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles,rock,album rock,sad,0.376,165.007,0.187,0.533,0.0302,79,0.248,0.0393,0.0926
48zFZh27QU5qsrBjn4C2FA,Vaina Loca,Ozuna,latin,reggaeton,relaxed,0.805,93.982,0.555,0.754,0.315,79,0.0,0.0752,0.203
4yVO0wOhXsZC1RuPgHP524,Amigos Con Derechos,Reik,latin,reggaeton,relaxed,0.806,183.984,0.614,0.678,0.0464,79,0.0,0.0648,0.0673
5sK3o66yupTNIK6gWgzGjf,Dance Again,Selena Gomez,r&b,hip pop,focused,0.552,111.984,0.465,0.784,0.0447,79,0.0,0.0871,0.192
2ktxr00GpTtbMNeBjNeY8D,Who Needs Love,Trippie Redd,rap,trap,focused,0.516,108.963,0.874,0.85,0.763,79,0.0,0.0714,0.0896
63SevszngYpZOwf63o61K4,Nevermind,Dennis Lloyd,latin,tropical,relaxed,0.688,99.977,0.0793,0.6,0.159,79,1.29e-05,0.201,0.409
5CLGzJsGqhCEECcpnFQA8x,These Days,Rudimental,latin,tropical,relaxed,0.809,92.213,0.55,0.653,0.194,79,0.0,0.0474,0.165
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Fleetwood Mac,rock,classic rock,focused,0.492,120.151,0.789,0.828,0.0644,79,0.00428,0.0276,0.128
3z4CGd63tpUn9a6oQSG0CI,Location (feat. Burna Boy),Dave,rap,hip hop,focused,0.496,109.979,0.55,0.812,0.271,79,0.0,0.297,0.0955
4qKcDkK6siZ7Jp1Jb4m0aL,Look Alive (feat. Drake),BlocBoy JB,rap,gangster rap,focused,0.581,140.022,0.595,0.922,0.00104,79,5.86e-05,0.27,0.105
4ak7xjvBeBOcJGWFDX9w5n,Rodeo,Lil Nas X,rap,hip hop,focused,0.679,140.081,0.657,0.706,0.139,78,6.98e-05,0.0324,0.465
0VhgEqMTNZwYL1ARDLLNCX,Can I Be Him,James Arthur,r&b,urban contemporary,focused,0.543,107.969,0.479,0.696,0.308,78,0.0,0.0489,0.0939
3s2Qd1rsWqbvOoxpFTRp8D,Kraazy,Likybo,rap,hip hop,relaxed,0.701,94.982,0.37,0.689,0.314,78,0.0,0.237,0.123
7rvyVWja33WG9R97oeJAjx,Envy Me,Calboy,rap,hip hop,focused,0.488,149.042,0.584,0.74,0.234,78,0.0,0.27,0.241
69dXVFCMiz3SL1L7M24NdX,bad vibes forever,XXXTENTACION,rap,trap,focused,0.526,129.875,0.746,0.799,0.334,78,0.00174,0.0717,0.0571
59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine,rock,permanent wave,relaxed,0.833,88.785,0.661,0.466,0.0266,78,0.0,0.304,0.0327
36TO60sxDduIsO3xH8IcUh,Isis,Joyner Lucas,rap,hip hop,happy,0.837,120.017,0.855,0.918,0.234,78,0.0,0.255,0.227
0sHFw13WH3LtSB3yP8UMYJ,Falling for U,Peachy!,rock,permanent wave,chill,0.358,79.509,0.397,0.516,0.741,78,1.34e-06,0.424,0.0813
18czZN7uruOjftj71Kt8oj,PAID MY DUES,NF,rap,hip hop,party,0.784,145.995,0.38,0.812,0.136,78,0.0,0.248,0.109
0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,WILLOW,r&b,neo soul,relaxed,0.705,101.003,0.672,0.764,0.0371,78,1.94e-05,0.0278,0.0943
5CQ30WqJwcep0pYcV4AMNc,Stairway to Heaven - Remaster,Led Zeppelin,rock,classic rock,sad,0.34,82.433,0.197,0.338,0.58,78,0.0032,0.0339,0.116
5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remaster,Fleetwood Mac,rock,classic rock,focused,0.67,151.553,0.481,0.545,0.009,78,0.000822,0.0496,0.0451
